FIPS10, County Name , City or Township Name ," Total Population, 2018 "," Population in Households, 2018 "," Population in Group Quarters, 2018 "," Households, 2018 "," Persons per Household, 2018 "
2709507012,Mille Lacs,Borgholm township," 1,723 "," 1,723 ", -   , 617 ,2.79
2709507210,Mille Lacs,Bradbury township, 263 , 263 , -   , 95 ,2.77
2709514500,Mille Lacs,Dailey township, 236 , 236 , -   , 101 ,2.34
2709517810,Mille Lacs,East Side township, 599 , 599 , -   , 297 ,2.02
2709521824,Mille Lacs,Foreston city, 528 , 528 , -   , 203 ,2.60
2709525586,Mille Lacs,Greenbush township," 1,296 "," 1,296 ", -   , 467 ,2.78
2709527908,Mille Lacs,Hayland township, 523 , 523 , -   , 207 ,2.53
2709531472,Mille Lacs,Isle city, 779 , 779 , -   , 367 ,2.12
2709531490,Mille Lacs,Isle Harbor township, 579 , 579 , -   , 231 ,2.51
2709532516,Mille Lacs,Kathio township," 1,645 "," 1,636 ", 9 , 565 ,2.90
2709536782,Mille Lacs,Lewis township, 48 , 48 , -   , 19 ,2.53
2709542110,Mille Lacs,Milaca city," 2,895 "," 2,741 ", 154 ," 1,320 ",2.08
2709542128,Mille Lacs,Milaca township," 1,603 "," 1,596 ", 7 , 569 ,2.80
2709542326,Mille Lacs,Milo township," 1,419 "," 1,419 ", -   , 519 ,2.73
2709544710,Mille Lacs,Mudgett township, 88 , 88 , -   , 38 ,2.32
2709548310,Mille Lacs,Onamia city, 860 , 710 , 150 , 347 ,2.05
2709548328,Mille Lacs,Onamia township, 556 , 556 , -   , 231 ,2.41
2709549480,Mille Lacs,Page township, 749 , 749 , -   , 277 ,2.70
2709550056,Mille Lacs,Pease city, 234 , 234 , -   , 84 ,2.79
2709552522,Mille Lacs,Princeton city (part)," 4,648 "," 4,485 ", 163 ," 1,921 ",2.33
2709552540,Mille Lacs,Princeton township," 2,253 "," 2,253 ", -   , 850 ,2.65
2709561384,Mille Lacs,South Harbor township, 808 , 795 , 13 , 349 ,2.28
2709567558,Mille Lacs,Wahkon city, 221 , 221 , -   , 110 ,2.01
2709700406,Morrison,Agram township, 586 , 586 , -   , 205 ,2.86
2709704888,Morrison,Belle Prairie township, 585 , 585 , -   , 243 ,2.41
2709704942,Morrison,Bellevue township," 1,109 "," 1,109 ", -   , 399 ,2.78
2709707066,Morrison,Bowlus city, 287 , 287 , -   , 113 ,2.54
2709708416,Morrison,Buckman city, 299 , 299 , -   , 106 ,2.82
2709708434,Morrison,Buckman township, 735 , 735 , -   , 250 ,2.94
2709708506,Morrison,Buh township, 537 , 537 , -   , 207 ,2.59
2709714248,Morrison,Culdrum township, 473 , 473 , -   , 173 ,2.73
2709714356,Morrison,Cushing township, 716 , 708 , 8 , 285 ,2.48
2709714806,Morrison,Darling township, 506 , 498 , 8 , 206 ,2.42
2709718872,Morrison,Elmdale city, 106 , 106 , -   , 41 ,2.59
2709718890,Morrison,Elmdale township," 1,020 "," 1,020 ", -   , 357 ,2.86
2709721266,Morrison,Flensburg city, 226 , 223 , 3 , 86 ,2.59
2709723444,Morrison,Genola city, 75 , 75 , -   , 33 ,2.27
2709725244,Morrison,Granite township, 489 , 489 , -   , 160 ,3.06
2709725784,Morrison,Green Prairie township, 726 , 726 , -   , 275 ,2.64
2709727098,Morrison,Harding city, 119 , 92 , 27 , 42 ,2.19
2709729150,Morrison,Hillman city, 40 , 40 , -   , 16 ,2.50
2709729168,Morrison,Hillman township, 199 , 199 , -   , 69 ,2.88
2709735252,Morrison,Lakin township, 423 , 420 , 3 , 156 ,2.69
2709735720,Morrison,Lastrup city, 99 , 99 , -   , 47 ,2.11
2709736350,Morrison,Leigh township, 209 , 209 , -   , 81 ,2.58
2709737556,Morrison,Little Falls city," 8,934 "," 8,548 ", 386 ," 3,920 ",2.18
2709737574,Morrison,Little Falls township," 1,658 "," 1,652 ", 6 , 619 ,2.67
2709744224,Morrison,Morrill township, 687 , 687 , -   , 257 ,2.67
2709744422,Morrison,Motley city (part), 642 , 642 , -   , 298 ,2.15
2709744440,Morrison,Motley township, 216 , 216 , -   , 88 ,2.45
2709744602,Morrison,Mount Morris township, 86 , 86 , -   , 34 ,2.53
2709749714,Morrison,Parker township, 447 , 447 , -   , 162 ,2.76
2709750776,Morrison,Pierz city," 1,388 "," 1,301 ", 87 , 594 ,2.19
2709750794,Morrison,Pierz township, 557 , 557 , -   , 192 ,2.90
2709750866,Morrison,Pike Creek township, 954 , 954 , -   , 374 ,2.55
2709751478,Morrison,Platte township, 357 , 357 , -   , 146 ,2.45
2709752720,Morrison,Pulaski township, 276 , 276 , -   , 119 ,2.32
2709753080,Morrison,Randall city, 629 , 625 , 4 , 260 ,2.40
2709754178,Morrison,Richardson township, 531 , 531 , -   , 228 ,2.33
2709754520,Morrison,Ripley township, 716 , 716 , -   , 275 ,2.60
2709755906,Morrison,Rosing township, 159 , 159 , -   , 70 ,2.27
2709756176,Morrison,Royalton city (part)," 1,247 "," 1,235 ", 12 , 463 ,2.67
2709758918,Morrison,Scandia Valley township," 1,171 "," 1,171 ", -   , 525 ,2.23
2709761006,Morrison,Sobieski city, 189 , 189 , -   , 86 ,2.20
2709763760,Morrison,Swan River township, 768 , 768 , -   , 279 ,2.75
2709763778,Morrison,Swanville city (part), 346 , 346 , -   , 142 ,2.44
2709763796,Morrison,Swanville township, 538 , 538 , -   , 188 ,2.86
2709766028,Morrison,Two Rivers township, 702 , 702 , -   , 261 ,2.69
2709766334,Morrison,Upsala city, 429 , 429 , -   , 191 ,2.25
2709900190,Mower,Adams city, 798 , 711 , 87 , 303 ,2.35
2709900208,Mower,Adams township, 459 , 459 , -   , 160 ,2.87
2709902908,Mower,Austin city," 25,589 "," 25,036 ", 553 ," 10,322 ",2.43
2709902926,Mower,Austin township, 850 , 850 , -   , 338 ,2.51
2709905176,Mower,Bennington township, 169 , 169 , -   , 61 ,2.77
2709908164,Mower,Brownsdale city, 683 , 683 , -   , 287 ,2.38
2709911728,Mower,Clayton township, 153 , 153 , -   , 58 ,2.64
2709915886,Mower,Dexter city, 341 , 341 , -   , 143 ,2.38
2709915904,Mower,Dexter township, 310 , 310 , -   , 113 ,2.74
2709918728,Mower,Elkton city, 141 , 141 , -   , 57 ,2.47
2709922328,Mower,Frankford township, 377 , 377 , -   , 141 ,2.67
2709925010,Mower,Grand Meadow city," 1,211 "," 1,175 ", 36 , 476 ,2.47
2709925028,Mower,Grand Meadow township, 301 , 301 , -   , 110 ,2.74
2709935576,Mower,Lansing township, 982 , 982 , -   , 376 ,2.61
2709936620,Mower,Le Roy city, 955 , 955 , -   , 435 ,2.20
2709936638,Mower,Le Roy township, 347 , 347 , -   , 133 ,2.61
2709937808,Mower,Lodi township, 258 , 258 , -   , 87 ,2.97
2709938654,Mower,Lyle city, 546 , 546 , -   , 216 ,2.53
2709938672,Mower,Lyle township, 352 , 352 , -   , 139 ,2.53
2709940346,Mower,Mapleview city, 179 , 179 , -   , 83 ,2.16
2709940706,Mower,Marshall township, 353 , 353 , -   , 121 ,2.92
2709945322,Mower,Nevada township, 351 , 351 , -   , 138 ,2.54
2709951640,Mower,Pleasant Valley township, 309 , 309 , -   , 113 ,2.73
2709952882,Mower,Racine city, 446 , 446 , -   , 158 ,2.82
2709952900,Mower,Racine township, 458 , 458 , -   , 167 ,2.74
2709953584,Mower,Red Rock township, 739 , 739 , -   , 307 ,2.41
2709955600,Mower,Rose Creek city, 398 , 398 , -   , 162 ,2.46
2709958576,Mower,Sargeant city, 56 , 56 , -   , 27 ,2.07
2709958594,Mower,Sargeant township, 305 , 305 , -   , 102 ,2.99
2709964210,Mower,Taopi city, 52 , 52 , -   , 21 ,2.48
2709966118,Mower,Udolpho township, 465 , 465 , -   , 172 ,2.70
2709967918,Mower,Waltham city, 155 , 155 , -   , 67 ,2.31
2709967936,Mower,Waltham township, 333 , 333 , -   , 133 ,2.50
2709970816,Mower,Windom township, 596 , 596 , -   , 223 ,2.67
2710103052,Murray,Avoca city, 138 , 138 , -   , 59 ,2.34
2710104708,Murray,Belfast township, 170 , 170 , -   , 73 ,2.33
2710106922,Murray,Bondin township, 268 , 268 , -   , 100 ,2.68
2710109460,Murray,Cameron township, 126 , 126 , -   , 50 ,2.52
2710110882,Murray,Chanarambie township, 195 , 195 , -   , 76 ,2.57
2710110900,Murray,Chandler city, 255 , 255 , -   , 106 ,2.41
2710114320,Murray,Currie city, 223 , 223 , -   , 113 ,1.97
2710115778,Murray,Des Moines River township, 117 , 117 , -   , 62 ,1.89
2710116300,Murray,Dovray city, 55 , 55 , -   , 30 ,1.83
2710116318,Murray,Dovray township, 132 , 132 , -   , 57 ,2.32
2710118782,Murray,Ellsborough township, 144 , 144 , -   , 64 ,2.25
2710120888,Murray,Fenton township, 162 , 162 , -   , 63 ,2.57
2710122958,Murray,Fulda city," 1,272 "," 1,185 ", 87 , 564 ,2.10
2710126450,Murray,Hadley city, 58 , 58 , -   , 31 ,1.87
2710129690,Murray,Holly township, 109 , 109 , -   , 48 ,2.27
2710131094,Murray,Iona city, 139 , 139 , -   , 74 ,1.88
2710131112,Murray,Iona township, 148 , 148 , -   , 57 ,2.60
2710134892,Murray,Lake Sarah township, 370 , 370 , -   , 168 ,2.20
2710135198,Murray,Lake Wilson city, 241 , 241 , -   , 128 ,1.88
2710136260,Murray,Leeds township, 203 , 203 , -   , 77 ,2.64
2710137088,Murray,Lime Lake township, 168 , 168 , -   , 72 ,2.33
2710138402,Murray,Lowville township, 167 , 167 , -   , 68 ,2.46
2710140958,Murray,Mason township, 292 , 292 , -   , 127 ,2.30
2710144458,Murray,Moulton township, 197 , 197 , -   , 73 ,2.70
2710144854,Murray,Murray township, 162 , 162 , -   , 70 ,2.31
2710159764,Murray,Shetek township, 273 , 273 , -   , 131 ,2.08
2710160628,Murray,Skandia township, 136 , 136 , -   , 48 ,2.83
2710160808,Murray,Slayton city," 2,100 "," 2,024 ", 76 , 951 ,2.13
2710160826,Murray,Slayton township, 273 , 273 , -   , 115 ,2.37
2710304744,Nicollet,Belgrade township," 1,066 "," 1,066 ", -   , 409 ,2.61
2710305410,Nicollet,Bernadotte township, 268 , 268 , -   , 103 ,2.60
2710307732,Nicollet,Brighton township, 146 , 146 , -   , 56 ,2.61
2710313582,Nicollet,Courtland city, 666 , 666 , -   , 265 ,2.51
2710313600,Nicollet,Courtland township, 604 , 604 , -   , 233 ,2.59
2710324902,Nicollet,Granby township, 234 , 234 , -   , 94 ,2.49
2710333920,Nicollet,Lafayette city, 484 , 484 , -   , 214 ,2.26
2710333938,Nicollet,Lafayette township, 695 , 695 , -   , 282 ,2.46
2710334856,Nicollet,Lake Prairie township, 671 , 671 , -   , 251 ,2.67
2710336746,Nicollet,Le Sueur city (part), 9 , 9 , -   , 2 ,4.50
2710339878,Nicollet,Mankato city (part), -   , -   , -   , -   ,0.00
2710345988,Nicollet,New Sweden township, 280 , 280 , -   , 107 ,2.62
2710346150,Nicollet,Nicollet city," 1,140 "," 1,140 ", -   , 458 ,2.49
2710346168,Nicollet,Nicollet township, 522 , 515 , 7 , 195 ,2.64
2710347068,Nicollet,North Mankato city (part)," 14,054 "," 14,006 ", 48 ," 5,925 ",2.36
2710348922,Nicollet,Oshawa township, 517 , 517 , -   , 193 ,2.68
2710354430,Nicollet,Ridgely township, 106 , 106 , -   , 39 ,2.72
2710358036,Nicollet,St. Peter city," 11,967 "," 9,205 "," 2,762 "," 3,826 ",2.41
2710365416,Nicollet,Traverse township, 345 , 345 , -   , 132 ,2.61
2710369556,Nicollet,West Newton township, 415 , 415 , -   , 177 ,2.34
2710500262,Nobles,Adrian city," 1,256 "," 1,230 ", 26 , 504 ,2.44
2710505644,Nobles,Bigelow city, 234 , 234 , -   , 88 ,2.66
2710505662,Nobles,Bigelow township, 373 , 373 , -   , 130 ,2.87
2710506508,Nobles,Bloom township, 157 , 157 , -   , 63 ,2.49
2710507660,Nobles,Brewster city, 481 , 481 , -   , 211 ,2.28
2710515850,Nobles,Dewald township, 240 , 240 , -   , 91 ,2.64
2710517144,Nobles,Dundee city, 65 , 65 , -   , 39 ,1.67
2710518602,Nobles,Elk township, 242 , 242 , -   , 95 ,2.55
2710518836,Nobles,Ellsworth city, 467 , 428 , 39 , 214 ,2.00
2710524848,Nobles,Graham Lakes township, 228 , 228 , -   , 84 ,2.71
2710525100,Nobles,Grand Prairie township, 199 , 199 , -   , 76 ,2.62
2710528736,Nobles,Hersey township, 204 , 204 , -   , 73 ,2.79
2710530878,Nobles,Indian Lake township, 219 , 219 , -   , 90 ,2.43
2710533236,Nobles,Kinbrae city, 16 , 16 , -   , 8 ,2.00
2710535666,Nobles,Larkin township, 172 , 172 , -   , 64 ,2.69
2710536566,Nobles,Leota township, 376 , 376 , -   , 171 ,2.20
2710537412,Nobles,Lismore city, 230 , 230 , -   , 97 ,2.37
2710537430,Nobles,Lismore township, 162 , 162 , -   , 60 ,2.70
2710537682,Nobles,Little Rock township, 193 , 193 , -   , 75 ,2.57
2710538204,Nobles,Lorain township, 296 , 296 , -   , 110 ,2.69
2710548274,Nobles,Olney township, 182 , 182 , -   , 58 ,3.14
2710553152,Nobles,Ransom township, 215 , 215 , -   , 85 ,2.53
2710556086,Nobles,Round Lake city, 375 , 375 , -   , 183 ,2.05
2710556338,Nobles,Rushmore city, 338 , 338 , -   , 154 ,2.19
2710559260,Nobles,Seward township, 207 , 207 , -   , 83 ,2.49
2710563400,Nobles,Summit Lake township, 335 , 335 , -   , 126 ,2.66
2710569718,Nobles,Westside township, 209 , 209 , -   , 73 ,2.86
2710570582,Nobles,Wilmont city, 341 , 341 , -   , 142 ,2.40
2710570600,Nobles,Wilmont township, 174 , 174 , -   , 71 ,2.45
2710571734,Nobles,Worthington city," 13,510 "," 13,177 ", 333 ," 4,681 ",2.81
2710571752,Nobles,Worthington township, 325 , 325 , -   , 126 ,2.58
2710700172,Norman,Ada city," 1,672 "," 1,612 ", 60 , 738 ,2.18
2710701774,Norman,Anthony township, 51 , 51 , -   , 20 ,2.55
2710704222,Norman,Bear Park township, 179 , 179 , -   , 76 ,2.36
2710707030,Norman,Borup city, 104 , 104 , -   , 35 ,2.97
2710721320,Norman,Flom township, 209 , 209 , -   , 75 ,2.79
2710722022,Norman,Fossum township, 147 , 147 , -   , 67 ,2.19
2710723246,Norman,Gary city, 202 , 202 , -   , 80 ,2.53
2710724380,Norman,Good Hope township, 41 , 41 , -   , 17 ,2.41
2710725766,Norman,Green Meadow township, 97 , 97 , -   , 35 ,2.77
2710726630,Norman,Halstad city, 581 , 543 , 38 , 246 ,2.21
2710726648,Norman,Halstad township, 91 , 91 , -   , 36 ,2.53
2710728178,Norman,Hegne township, 36 , 36 , -   , 19 ,1.89
2710728484,Norman,Hendrum city, 288 , 288 , -   , 119 ,2.42
2710728502,Norman,Hendrum township, 84 , 84 , -   , 38 ,2.21
2710729996,Norman,Home Lake township, 131 , 131 , -   , 52 ,2.52
2710734532,Norman,Lake Ida township, 148 , 148 , -   , 52 ,2.85
2710736188,Norman,Lee township, 112 , 112 , -   , 45 ,2.49
2710737790,Norman,Lockhart township, 51 , 51 , -   , 23 ,2.22
2710738978,Norman,McDonaldsville township, 164 , 161 , 3 , 64 ,2.52
2710740868,Norman,Mary township, 73 , 73 , -   , 32 ,2.28
2710750506,Norman,Perley city, 83 , 83 , -   , 43 ,1.93
2710751658,Norman,Pleasant View township, 105 , 105 , -   , 44 ,2.39
2710755114,Norman,Rockwell township, 53 , 53 , -   , 24 ,2.21
2710759566,Norman,Shelly city, 187 , 187 , -   , 90 ,2.08
2710759584,Norman,Shelly township, 112 , 112 , -   , 50 ,2.24
2710761780,Norman,Spring Creek township, 71 , 71 , -   , 25 ,2.84
2710763094,Norman,Strand township, 101 , 101 , -   , 43 ,2.35
2710763508,Norman,Sundal township, 155 , 155 , -   , 55 ,2.82
2710765938,Norman,Twin Valley city, 797 , 762 , 35 , 352 ,2.16
2710768728,Norman,Waukon township, 94 , 94 , -   , 44 ,2.14
2710770276,Norman,Wild Rice township, 250 , 250 , -   , 107 ,2.34
2710770762,Norman,Winchester township, 49 , 49 , -   , 18 ,2.72
2710909154,Olmsted,Byron city (part)," 5,770 "," 5,765 ", 5 ," 2,145 ",2.69
2710910180,Olmsted,Cascade township," 2,873 "," 2,865 ", 8 ," 1,063 ",2.70
2710911008,Olmsted,Chatfield city (part)," 1,214 "," 1,214 ", -   , 476 ,2.55
2710916264,Olmsted,Dover city, 759 , 759 , -   , 273 ,2.78
2710916282,Olmsted,Dover township, 409 , 409 , -   , 154 ,2.66
2710918962,Olmsted,Elmira township, 377 , 377 , -   , 141 ,2.67
2710920114,Olmsted,Eyota city," 1,973 "," 1,973 ", -   , 781 ,2.53
2710920132,Olmsted,Eyota township, 513 , 513 , -   , 183 ,2.80
2710920636,Olmsted,Farmington township, 443 , 443 , -   , 187 ,2.37
2710927692,Olmsted,Haverhill township," 1,498 "," 1,489 ", 9 , 554 ,2.69
2710928880,Olmsted,High Forest township," 1,008 "," 1,008 ", -   , 395 ,2.55
2710932282,Olmsted,Kalmar township," 1,078 "," 1,078 ", -   , 428 ,2.52
2710940616,Olmsted,Marion township," 3,959 "," 3,950 ", 9 ," 1,504 ",2.63
2710945610,Olmsted,New Haven township," 1,224 "," 1,224 ", -   , 481 ,2.54
2710948526,Olmsted,Orion township, 619 , 619 , -   , 244 ,2.54
2710948598,Olmsted,Oronoco city," 1,503 "," 1,496 ", 7 , 530 ,2.82
2710948616,Olmsted,Oronoco township," 2,323 "," 2,312 ", 11 , 862 ,2.68
2710951136,Olmsted,Pine Island city (part), 804 , 800 , 4 , 276 ,2.90
2710951550,Olmsted,Pleasant Grove township, 834 , 834 , -   , 331 ,2.52
2710952792,Olmsted,Quincy township, 348 , 348 , -   , 129 ,2.70
2710954880,Olmsted,Rochester city," 117,444 "," 115,293 "," 2,151 "," 48,044 ",2.40
2710954898,Olmsted,Rochester township," 1,831 "," 1,817 ", 14 , 630 ,2.88
2710954988,Olmsted,Rock Dell township, 675 , 671 , 4 , 255 ,2.63
2710958234,Olmsted,Salem township," 1,123 "," 1,123 ", -   , 443 ,2.53
2710962806,Olmsted,Stewartville city," 6,237 "," 6,153 ", 84 ," 2,468 ",2.49
2710967270,Olmsted,Viola township, 607 , 607 , -   , 226 ,2.69
2711100100,Otter Tail,Aastad township, 199 , 199 , -   , 69 ,2.88
2711101468,Otter Tail,Amor township, 450 , 445 , 5 , 191 ,2.33
2711102836,Otter Tail,Aurdal township," 1,506 "," 1,500 ", 6 , 563 ,2.66
2711103970,Otter Tail,Battle Lake city, 936 , 883 , 53 , 418 ,2.11
2711106652,Otter Tail,Blowers township, 327 , 327 , -   , 120 ,2.73
2711106778,Otter Tail,Bluffton city, 216 , 216 , -   , 83 ,2.60
2711106796,Otter Tail,Bluffton township, 472 , 472 , -   , 168 ,2.81
2711108938,Otter Tail,Buse township, 453 , 449 , 4 , 178 ,2.52
2711108974,Otter Tail,Butler township, 276 , 276 , -   , 99 ,2.79
2711109622,Otter Tail,Candor township, 586 , 586 , -   , 265 ,2.21
2711109946,Otter Tail,Carlisle township, 148 , 148 , -   , 60 ,2.47
2711112088,Otter Tail,Clitherall city, 115 , 109 , 6 , 53 ,2.06
2711112106,Otter Tail,Clitherall township, 477 , 477 , -   , 214 ,2.23
2711112844,Otter Tail,Compton township, 823 , 823 , -   , 281 ,2.93
2711113240,Otter Tail,Corliss township, 523 , 523 , -   , 201 ,2.60
2711114626,Otter Tail,Dalton city, 250 , 250 , -   , 113 ,2.21
2711114644,Otter Tail,Dane Prairie township, 920 , 920 , -   , 363 ,2.53
2711115076,Otter Tail,Dead Lake township, 512 , 512 , -   , 227 ,2.26
2711115184,Otter Tail,Deer Creek city, 325 , 325 , -   , 149 ,2.18
2711115202,Otter Tail,Deer Creek township, 341 , 341 , -   , 132 ,2.58
2711115724,Otter Tail,Dent city, 187 , 187 , -   , 76 ,2.46
2711116120,Otter Tail,Dora township, 727 , 727 , -   , 342 ,2.13
2711117162,Otter Tail,Dunn township, 907 , 907 , -   , 433 ,2.09
2711117396,Otter Tail,Eagle Lake township, 398 , 398 , -   , 166 ,2.40
2711117576,Otter Tail,Eastern township, 228 , 228 , -   , 94 ,2.43
2711118224,Otter Tail,Edna township, 890 , 890 , -   , 353 ,2.52
2711118278,Otter Tail,Effington township, 246 , 246 , -   , 96 ,2.56
2711118566,Otter Tail,Elizabeth city, 168 , 168 , -   , 64 ,2.63
2711118584,Otter Tail,Elizabeth township, 836 , 832 , 4 , 338 ,2.46
2711118980,Otter Tail,Elmo township, 320 , 320 , -   , 134 ,2.39
2711119556,Otter Tail,Erhard city, 146 , 146 , -   , 63 ,2.32
2711119574,Otter Tail,Erhards Grove township, 440 , 440 , -   , 171 ,2.57
2711120024,Otter Tail,Everts township, 658 , 658 , -   , 307 ,2.14
2711120906,Otter Tail,Fergus Falls city," 13,747 "," 13,095 ", 652 ," 6,161 ",2.13
2711120924,Otter Tail,Fergus Falls township, 785 , 785 , -   , 296 ,2.65
2711121518,Otter Tail,Folden township, 308 , 308 , -   , 120 ,2.57
2711122796,Otter Tail,Friberg township, 817 , 817 , -   , 327 ,2.50
2711123840,Otter Tail,Girard township, 738 , 734 , 4 , 311 ,2.36
2711124632,Otter Tail,Gorman township, 475 , 472 , 3 , 186 ,2.54
2711128520,Otter Tail,Henning city, 825 , 788 , 37 , 375 ,2.10
2711128538,Otter Tail,Henning township, 371 , 371 , -   , 146 ,2.54
2711129420,Otter Tail,Hobart township, 812 , 812 , -   , 334 ,2.43
2711130050,Otter Tail,Homestead township, 360 , 360 , -   , 139 ,2.59
2711131004,Otter Tail,Inman township, 289 , 289 , -   , 118 ,2.45
2711135990,Otter Tail,Leaf Lake township, 572 , 569 , 3 , 240 ,2.37
2711136008,Otter Tail,Leaf Mountain township, 318 , 318 , -   , 122 ,2.61
2711136980,Otter Tail,Lida township, 758 , 758 , -   , 352 ,2.15
2711139500,Otter Tail,Maine township, 648 , 648 , -   , 278 ,2.33
2711140364,Otter Tail,Maplewood township, 314 , 308 , 6 , 134 ,2.30
2711146006,Otter Tail,Newton township, 792 , 792 , -   , 314 ,2.52
2711146060,Otter Tail,New York Mills city," 1,226 "," 1,181 ", 45 , 548 ,2.16
2711146240,Otter Tail,Nidaros township, 314 , 314 , -   , 134 ,2.34
2711147482,Otter Tail,Norwegian Grove township, 284 , 284 , -   , 114 ,2.49
2711148004,Otter Tail,Oak Valley township, 356 , 356 , -   , 145 ,2.46
2711148742,Otter Tail,Orwell township, 169 , 169 , -   , 58 ,2.91
2711148850,Otter Tail,Oscar township, 214 , 213 , 1 , 84 ,2.54
2711149210,Otter Tail,Ottertail city, 640 , 640 , -   , 276 ,2.32
2711149228,Otter Tail,Otter Tail township, 527 , 527 , -   , 253 ,2.08
2711149264,Otter Tail,Otto township, 574 , 574 , -   , 232 ,2.47
2711149408,Otter Tail,Paddock township, 336 , 331 , 5 , 118 ,2.81
2711149732,Otter Tail,Parkers Prairie city," 1,024 ", 954 , 70 , 429 ,2.22
2711149750,Otter Tail,Parkers Prairie township, 360 , 360 , -   , 145 ,2.48
2711150110,Otter Tail,Pelican township, 628 , 628 , -   , 239 ,2.63
2711150164,Otter Tail,Pelican Rapids city," 2,525 "," 2,464 ", 61 , 936 ,2.63
2711150470,Otter Tail,Perham city," 3,388 "," 3,254 ", 134 ," 1,522 ",2.14
2711150488,Otter Tail,Perham township, 861 , 854 , 7 , 327 ,2.61
2711151208,Otter Tail,Pine Lake township, 685 , 685 , -   , 284 ,2.41
2711154340,Otter Tail,Richville city, 87 , 87 , -   , 39 ,2.23
2711156014,Otter Tail,Rothsay city (part), 228 , 228 , -   , 98 ,2.33
2711156320,Otter Tail,Rush Lake township," 1,005 "," 1,005 ", -   , 416 ,2.42
2711157382,Otter Tail,St. Olaf township, 378 , 371 , 7 , 151 ,2.46
2711158864,Otter Tail,Scambler township, 468 , 468 , -   , 212 ,2.21
2711162554,Otter Tail,Star Lake township, 428 , 428 , -   , 197 ,2.17
2711163688,Otter Tail,Sverdrup township, 626 , 626 , -   , 255 ,2.45
2711165218,Otter Tail,Tordenskjold township, 544 , 544 , -   , 236 ,2.31
2711165524,Otter Tail,Trondhjem township, 198 , 198 , -   , 77 ,2.57
2711165686,Otter Tail,Tumuli township, 433 , 433 , -   , 184 ,2.35
2711166172,Otter Tail,Underwood city, 360 , 360 , -   , 169 ,2.13
2711166388,Otter Tail,Urbank city, 54 , 54 , -   , 27 ,2.00
2711166766,Otter Tail,Vergas city, 363 , 363 , -   , 193 ,1.88
2711167216,Otter Tail,Vining city, 69 , 69 , -   , 30 ,2.30
2711167504,Otter Tail,Wadena city (part), 63 , 63 , -   , 25 ,2.52
2711169430,Otter Tail,Western township, 121 , 121 , -   , 45 ,2.69
2711171644,Otter Tail,Woodside township, 264 , 264 , -   , 105 ,2.51
2711306364,Pennington,Black River township, 75 , 75 , -   , 35 ,2.14
2711307444,Pennington,Bray township, 57 , 57 , -   , 26 ,2.19
2711312304,Pennington,Cloverleaf township, 89 , 89 , -   , 33 ,2.70
2711315292,Pennington,Deer Park township, 117 , 117 , -   , 43 ,2.72
2711324470,Pennington,Goodridge city, 140 , 140 , -   , 65 ,2.15
2711324488,Pennington,Goodridge township, 74 , 74 , -   , 25 ,2.96
2711328808,Pennington,Hickory township, 68 , 68 , -   , 29 ,2.34
2711329024,Pennington,Highlanding township, 191 , 191 , -   , 64 ,2.98
2711333740,Pennington,Kratka township, 129 , 129 , -   , 52 ,2.48
2711341156,Pennington,Mayfield township, 45 , 45 , -   , 22 ,2.05
2711346510,Pennington,Norden township, 380 , 380 , -   , 151 ,2.52
2711346762,Pennington,North township, 731 , 719 , 12 , 296 ,2.43
2711347590,Pennington,Numedal township, 83 , 83 , -   , 33 ,2.52
2711351802,Pennington,Polk Centre township, 76 , 76 , -   , 29 ,2.62
2711353746,Pennington,Reiner township, 78 , 72 , 6 , 33 ,2.18
2711354574,Pennington,River Falls township, 179 , 179 , -   , 67 ,2.67
2711355060,Pennington,Rocksbury township," 1,217 "," 1,217 ", -   , 442 ,2.75
2711357022,Pennington,St. Hilaire city, 270 , 270 , -   , 122 ,2.21
2711358342,Pennington,Sanders township, 299 , 299 , -   , 111 ,2.69
2711360448,Pennington,Silverton township, 186 , 186 , -   , 74 ,2.51
2711360898,Pennington,Smiley township, 609 , 609 , -   , 222 ,2.74
2711362482,Pennington,Star township, 110 , 110 , -   , 50 ,2.20
2711364570,Pennington,Thief River Falls city," 8,940 "," 8,670 ", 270 ," 4,027 ",2.15
2711371878,Pennington,Wyandotte township, 133 , 92 , 41 , 43 ,2.14
2711502188,Pine,Arlone township, 330 , 330 , -   , 144 ,2.29
2711502224,Pine,Arna township, 116 , 116 , -   , 53 ,2.19
2711502548,Pine,Askov city, 349 , 349 , -   , 170 ,2.05
2711503736,Pine,Barry township, 563 , 563 , -   , 216 ,2.61
2711505986,Pine,Birch Creek township, 220 , 220 , -   , 97 ,2.27
2711507552,Pine,Bremen township, 237 , 237 , -   , 113 ,2.10
2711507984,Pine,Brook Park city, 126 , 126 , -   , 46 ,2.74
2711508002,Pine,Brook Park township, 508 , 508 , -   , 208 ,2.44
2711508290,Pine,Bruno city, 98 , 98 , -   , 42 ,2.33
2711508308,Pine,Bruno township, 169 , 169 , -   , 71 ,2.38
2711511098,Pine,Chengwatana township, 981 , 981 , -   , 375 ,2.62
2711512268,Pine,Clover township, 421 , 421 , -   , 176 ,2.39
2711513942,Pine,Crosby township, 85 , 85 , -   , 39 ,2.18
2711514680,Pine,Danforth township, 77 , 77 , -   , 32 ,2.41
2711515598,Pine,Dell Grove township, 675 , 668 , 7 , 297 ,2.25
2711515670,Pine,Denham city, 37 , 37 , -   , 16 ,2.31
